"INSEECOM";"LIBAU2010";"Statut";"CATAEU2010";"date1";"date2";"evolution";"type_commune_dans_au";"evolution_type_espace";"pres_abs_police"
"74026";"Annecy";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"74037";"Genève (SUI) - Annemasse (partie française)";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"74042";"Cluses";"Sous-pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"74043";"Genève (SUI) - Annemasse (partie française)";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"74056";"Chamonix-Mont-Blanc";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"74081";"Cluses";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"74096";"Genève (SUI) - Annemasse (partie française)";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"74105";"Genève (SUI) - Annemasse (partie française)";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"74119";"Thonon-les-Bains";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"74123";"Faverges-Seythenex";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"74137";"Annecy";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"74155";"Thonon-les-Bains";"Commune simple";"112";"2009";"NA";"disparition";"couronne";"disparition couronne";"non"
"74164";"Cluses";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"74173";"Sallanches";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"74191";"Morzine";"Commune simple";"221";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"non"
"74208";"Sallanches";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"74220";"Genève (SUI) - Annemasse (partie française)";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"74224";"Cluses";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"74236";"Sallanches";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"74241";"Genève (SUI) - Annemasse (partie française)";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"74242";"Annecy";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"74243";"Genève (SUI) - Annemasse (partie française)";"Sous-pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"74256";"Sallanches";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"74258";"Samoëns";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"74264";"Cluses";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"74280";"Thônes";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"74288";"Genève (SUI) - Annemasse (partie française)";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"75103";"Paris";"Arrondissement municipal";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"75116";"Paris";"Arrondissement municipal";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"75120";"Paris";"Arrondissement municipal";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"76035";"Aumale";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"76057";"Rouen";"Commune simple";"112";"2009";"NA";"disparition";"couronne";"disparition couronne";"non"
"76070";"Rouen";"Commune simple";"112";"2009";"NA";"disparition";"couronne";"disparition couronne";"non"
"76101";"Blangy-sur-Bresle";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"76116";"Rouen";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"76146";"Rouen";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"76157";"Rouen";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"76159";"Cany-Barville";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"76192";"Eu";"Commune simple";"112";"2009";"NA";"disparition";"couronne";"disparition couronne";"non"
"76196";"Le Havre";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"76216";"Rouen";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"76217";"Dieppe";"Sous-pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"76222";"Rouen";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"76231";"Rouen";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"76235";"Dieppe";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"76259";"Fécamp";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"76276";"Forges-les-Eaux";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"76302";"Le Havre";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"76312";"Gournay-en-Bray";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"76322";"Rouen";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"76351";"Le Havre";"Sous-pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"76397";"Dieppe";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"76447";"Le Havre";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"76452";"Rouen";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"76462";"Neufchâtel-en-Bray";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"76476";"Lillebonne";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"76482";"Dieppe";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"76495";"Rouen";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"76517";"Rouen";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"76540";"Rouen";"Pr<e9>fecture de r<e9>gion";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"76591";"Rouen";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"76647";"Le Havre";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"76648";"Rouen";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"76655";"Saint-Valery-en-Caux";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"76700";"Rouen";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"76711";"Eu";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"76758";"Yvetot";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"77027";"Paris";"Commune simple";"112";"2009";"NA";"disparition";"couronne";"disparition couronne";"non"
"77051";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"77088";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"77099";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"77100";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"77107";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"77108";"Paris";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"77118";"Paris";"Commune simple";"112";"2009";"NA";"disparition";"couronne";"disparition couronne";"non"
"77127";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"77131";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"oui"
"77142";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"77153";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"77159";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"77171";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"77182";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"77183";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"77186";"Paris";"Sous-pr<e9>fecture";"112";"2009";"NA";"disparition";"couronne";"disparition couronne";"oui"
"77208";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"77239";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"77257";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"77261";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"77284";"Paris";"Sous-pr<e9>fecture";"112";"2009";"NA";"disparition";"couronne";"disparition couronne";"oui"
"77288";"Paris";"Pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"77317";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"77318";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"77327";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"77379";"Provins";"Sous-pr<e9>fecture";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"77385";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"77393";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"77407";"Paris";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"non"
"77437";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"77470";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"77519";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"78003";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"78089";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"78107";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"78160";"Paris";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"78206";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"78291";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"78321";"Paris";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"78335";"Paris";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"78356";"Paris";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"78361";"Paris";"Sous-pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"78380";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"78381";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"78401";"Paris";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"non"
"78420";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"78455";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"78466";"Paris";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"78513";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"78517";"Paris";"Sous-pr<e9>fecture";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"oui"
"78537";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"78551";"Paris";"Sous-pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"78591";"Paris";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"78621";"Paris";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"78624";"Paris";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"non"
"78646";"Paris";"Pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"79005";"Airvault";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"79014";"Thouars";"Commune simple";"212";"2009";"NA";"disparition";"couronne";"disparition couronne";"non"
"79031";"Niort";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"79049";"Bressuire";"Sous-pr<e9>fecture";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"79062";"Cerizay";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"79066";"Niort";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"79079";"Mauléon";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"79130";"Niort";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"79170";"Niort";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"79174";"Melle";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"79179";"Moncoutant-sur-Sèvre";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"79191";"Niort";"Pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"79195";"Nueil-les-Aubiers";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"79202";"Parthenay";"Sous-pr<e9>fecture";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"79216";"Niort";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"79270";"Saint-Maixent-l'École";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"79329";"Thouars";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"80001";"Abbeville";"Sous-pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"80010";"Amiens";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"80016";"Albert";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"80021";"Amiens";"Pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"80071";"Amiens";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"80211";"Amiens";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"80212";"Amiens";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"80241";"Amiens";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"80253";"Doullens";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"80318";"Amiens";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"80368";"Friville-Escarbotin";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"80373";"Gamaches";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"80410";"Ham";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"80561";"Montdidier";"Sous-pr<e9>fecture";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"80570";"Amiens";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"80585";"Nesle";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"80620";"Péronne";"Sous-pr<e9>fecture";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"80622";"Amiens";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"80685";"Roye";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"80717";"Amiens";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"80798";"Amiens";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"80799";"Amiens";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"81004";"Albi";"Pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"81048";"Albi";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"81060";"Carmaux";"Commune simple";"211";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"81065";"Castres";"Sous-pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"81076";"Toulouse";"Commune simple";"112";"2009";"NA";"disparition";"couronne";"disparition couronne";"non"
"81099";"Gaillac";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"81105";"Graulhet";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"81124";"Lacaune";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"81140";"Lavaur";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"81163";"Mazamet";"Commune simple";"211";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"81220";"Toulouse";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"81227";"Castres";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"81257";"Albi";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"non"
"81271";"Toulouse";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"81306";"Albi";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"81315";"Castres";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"81317";"Albi";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"82013";"Beaumont-de-Lomagne";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"82026";"Montauban";"Commune simple";"112";"2009";"NA";"disparition";"couronne";"disparition couronne";"non"
"82033";"Castelsarrasin";"Sous-pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"82037";"Caussade";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"82075";"Toulouse";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"82112";"Castelsarrasin";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"82115";"Montauban";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"82121";"Montauban";"Pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"82134";"Montauban";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"82186";"Valence";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"82190";"Toulouse";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"82194";"Toulouse";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"83004";"Draguignan";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"83016";"Toulon";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"83019";"Bormes-les-Mimosas - Le Lavandou";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"83023";"Brignoles";"Sous-pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"83036";"Cavalaire-sur-Mer";"Commune simple";"221";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"non"
"83050";"Draguignan";"Sous-pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"83054";"Toulon";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"83061";"Fréjus";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"83068";"Sainte-Maxime";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"83069";"Toulon";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"83071";"Toulon";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"83073";"Le Luc";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"83086";"Draguignan";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"83091";"Toulon";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"83104";"Marseille - Aix-en-Provence";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"83108";"Toulon";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"83112";"Toulon";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"83115";"Sainte-Maxime";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"83116";"Marseille - Aix-en-Provence";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"83119";"Saint-Tropez";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"83120";"Marseille - Aix-en-Provence";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"83121";"Salernes";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"83137";"Toulon";"Pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"84003";"Apt";"Sous-pr<e9>fecture";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"84007";"Avignon";"Pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"84012";"Avignon";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"84019";"Bollène";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"84026";"Cadenet";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"84031";"Avignon";"Sous-pr<e9>fecture";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"oui"
"84039";"Avignon";"Commune simple";"111";"2009";"NA";"disparition";"pôle urbain";"disparition pôle urbain";"non"
"84043";"Avignon";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"84050";"Avignon";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"84054";"Avignon";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"84082";"Avignon";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"84083";"Avignon";"Commune simple";"112";"2009";"NA";"disparition";"couronne";"disparition couronne";"non"
"84087";"Avignon";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"84088";"Avignon";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"84092";"Avignon";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"84099";"Avignon";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"84119";"Avignon";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"84129";"Avignon";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"84137";"Vaison-la-Romaine";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"84138";"Valréas";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"85018";"Beauvoir-sur-Mer";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"85047";"Challans";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"85051";"Chantonnay";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"85059";"La Châtaigneraie";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"85084";"Essarts en Bocage";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"85092";"Fontenay-le-Comte";"Sous-pr<e9>fecture";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"oui"
"85109";"Les Herbiers";"Commune simple";"111";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"85110";"Fontenay-le-Comte";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
"85113";"L'Île-d'Yeu";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"85128";"Luçon";"Commune simple";"211";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"85151";"Mortagne-sur-Sèvre";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"85163";"Noirmoutier-en-l'Île";"Commune simple";"221";"2009";"2018";"maintien";"pôle urbain";"maintien pôle urbain";"non"
"85178";"La Roche-sur-Yon";"Commune simple";"112";"2009";"2018";"maintien";"couronne";"maintien couronne";"non"
